Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
F,29,440,302,2016-12-12 07:53:38.000,15.5
F,33,86,137,2016-12-12 20:27:23.000,10.3
F,51,253,38,2016-12-13 16:19:14.000,9.4
F,26,224,81,2016-12-13 17:58:24.000,21.2
M,29,158,194,2016-12-13 07:41:55.000,17.0
M,42,219,197,2016-12-13 19:49:55.000,7.5
M,47,96,27,2016-12-14 15:48:06.000,12.3
M,23,43,18,2016-12-14 09:45:10.000,13.7
M,37,43,266,2016-12-14 17:44:30.000,10.2
M,63,226,218,2016-12-15 15:53:11.000,6.1
M,26,120,51,2016-12-15 09:32:24.000,9.3
F,33,310,173,2016-12-15 20:01:42.000,7.2
M,31,140,129,2016-12-16 19:44:24.000,5.2
M,39,199,196,2016-12-16 07:24:24.000,3.3
M,49,192,213,2016-12-16 11:59:49.000,14.5
F,48,4,136,2016-12-17 09:49:11.000,11.1
M,27,15,25,2016-12-18 10:33:47.000,21.2
M,28,140,127,2016-12-19 15:38:54.000,4.3
M,25,53,31,2016-12-19 09:11:32.000,17.0
F,30,425,398,2016-12-19 10:36:24.000,4.6
M,27,46,134,2016-12-20 21:00:40.000,8.6
F,29,182,130,2016-12-20 09:44:20.000,17.1
M,32,413,393,2016-12-20 11:58:08.000,4.8
M,23,244,197,2016-12-21 15:01:23.000,8.2
M,26,219,197,2016-12-21 09:29:59.000,5.3
M,27,152,38,2016-12-22 15:16:55.000,13.7
M,23,86,11,2016-12-22 07:38:03.000,5.9
M,39,21,266,2016-12-22 18:52:15.000,19.1
M,28,271,41,2016-12-23 19:37:23.000,8.9
M,26,10,242,2016-12-23 00:55:51.000,27.4
F,42,393,300,2016-12-24 14:33:58.000,12.6
F,33,234,197,2016-12-26 16:35:10.000,11.4
M,58,87,174,2016-12-26 15:27:53.000,17.1
M,29,280,302,2016-12-27 18:57:59.000,16.8
M,66,126,47,2016-12-27 11:10:23.000,32.3
M,26,301,390,2016-12-28 19:46:45.000,18.0
M,41,236,5,2016-12-28 13:51:01.000,23.4
M,30,159,34,2016-12-29 09:15:04.000,11.2
M,44,207,206,2016-12-30 17:25:51.000,7.6
M,32,24,6,2016-12-30 08:05:57.000,4.6
M,33,174,117,2016-12-31 14:12:01.000,12.2
M,33,305,334,2017-01-02 16:53:38.000,9.7
M,27,346,409,2017-01-02 18:31:55.000,19.6
F,32,351,362,2017-01-02 21:44:41.000,13.4
M,41,69,68,2017-01-02 09:50:26.000,3.3
M,32,54,181,2017-01-03 14:14:11.000,5.8
M,37,212,36,2017-01-03 19:43:22.000,12.8
M,25,138,266,2017-01-03 16:35:27.000,17.5
M,25,391,400,2017-01-04 11:58:05.000,10.6
M,31,29,39,2017-01-04 18:54:27.000,26.4
M,28,165,40,2017-01-05 08:00:47.000,8.8
M,24,261,67,2017-01-06 22:41:53.000,11.9
M,36,160,106,2017-01-06 09:59:34.000,17.8
M,57,142,142,2017-01-06 07:31:57.000,11.5
M,49,270,270,2017-01-07 15:59:51.000,22.6
F,46,85,256,2017-01-07 11:20:51.000,5.9
M,30,447,136,2017-01-08 14:00:28.000,12.9
M,32,295,299,2017-01-08 19:32:44.000,5.5
M,45,197,219,2017-01-08 15:56:20.000,6.5
M,51,319,340,2017-01-09 15:33:15.000,7.4
M,41,140,51,2017-01-09 14:20:13.000,7.8
M,28,309,392,2017-01-09 20:03:57.000,13.6
M,36,377,182,2017-01-10 00:48:24.000,18.1
M,29,154,335,2017-01-11 13:34:30.000,12.6
M,32,309,78,2017-01-11 19:34:44.000,6.9
M,33,212,64,2017-01-11 15:33:45.000,12.0
M,49,84,353,2017-01-12 15:00:23.000,21.1
M,45,136,448,2017-01-12 19:17:02.000,9.7
M,25,31,119,2017-01-12 13:34:37.000,3.2
M,36,212,217,2017-01-13 08:10:59.000,2.1
M,45,222,12,2017-01-13 13:52:00.000,23.2
M,27,146,148,2017-01-13 16:42:16.000,20.9
M,22,347,288,2017-01-14 20:47:59.000,11.8
M,47,163,163,2017-01-14 12:58:43.000,17.0
M,36,6,132,2017-01-15 13:14:51.000,15.0
M,30,223,236,2017-01-16 07:23:25.000,7.3
F,33,208,216,2017-01-16 19:33:05.000,3.7
M,30,18,253,2017-01-16 15:20:29.000,15.4
M,56,121,118,2017-01-17 07:25:23.000,5.8
M,24,36,117,2017-01-17 19:41:25.000,12.0
M,26,6,187,2017-01-17 11:13:03.000,16.7
M,55,17,17,2017-01-17 15:20:27.000,24.9
M,26,378,420,2017-01-18 20:58:38.000,7.2
M,30,18,8,2017-01-18 09:40:59.000,5.2
M,42,242,311,2017-01-18 14:36:30.000,26.4
F,43,115,7,2017-01-19 16:14:26.000,13.1
M,46,137,123,2017-01-19 19:42:14.000,6.5
M,38,85,303,2017-01-19 08:37:26.000,29.8
F,57,26,260,2017-01-20 15:47:21.000,6.6
M,48,372,390,2017-01-20 17:56:59.000,8.7
M,25,310,328,2017-01-20 08:19:55.000,2.9
M,24,168,182,2017-01-20 20:48:34.000,3.3
F,26,359,356,2017-01-21 10:58:09.000,7.3
M,36,92,84,2017-01-22 15:37:04.000,37.3
M,24,354,314,2017-01-23 17:42:26.000,6.2
M,40,117,22,2017-01-23 21:17:01.000,14.2
M,55,6,86,2017-01-23 07:46:53.000,5.8
M,32,41,18,2017-01-23 12:57:18.000,10.8
M,26,412,405,2017-01-24 16:16:09.000,6.3
F,39,108,115,2017-01-24 09:00:05.000,7.3
M,33,1,18,2017-01-24 13:23:54.000,4.7
F,37,250,87,2017-01-25 18:55:52.000,27.4
M,23,324,336,2017-01-25 21:30:39.000,3.4
M,44,272,37,2017-01-25 07:42:32.000,15.2
M,40,204,242,2017-01-25 10:07:42.000,6.2
M,40,10,118,2017-01-26 17:04:20.000,5.6
M,39,237,20,2017-01-26 19:42:46.000,21.0
M,44,4,15,2017-01-26 13:43:25.000,2.7
F,35,147,147,2017-01-27 16:37:36.000,4.9
M,33,52,55,2017-01-27 21:17:16.000,20.7
M,29,348,327,2017-01-27 06:00:53.000,3.3
M,34,47,58,2017-01-27 12:41:34.000,4.5
F,35,396,396,2017-01-28 10:37:26.000,2.6
M,61,46,36,2017-01-29 21:28:49.000,5.3
M,38,300,394,2017-01-30 18:45:24.000,18.4
M,30,228,424,2017-01-30 21:54:47.000,44.9
M,36,259,374,2017-01-30 08:16:14.000,37.3
M,23,325,360,2017-01-30 13:01:08.000,10.2
M,25,17,447,2017-01-31 16:13:44.000,10.7
M,25,9,27,2017-01-31 08:58:14.000,9.6
M,24,64,84,2017-01-31 13:10:11.000,3.8
M,26,216,223,2017-02-01 20:18:35.000,8.1
M,28,279,84,2017-02-01 13:13:02.000,7.6
M,37,119,26,2017-02-02 17:55:02.000,6.8
M,23,194,222,2017-02-02 21:52:48.000,17.4
M,23,74,6,2017-02-02 07:57:15.000,17.6
M,27,225,208,2017-02-02 12:23:55.000,6.5
F,26,13,41,2017-02-03 20:43:02.000,19.0
M,21,248,84,2017-02-03 14:17:31.000,14.5
M,36,57,241,2017-02-03 09:18:32.000,25.8
M,28,85,85,2017-02-04 17:25:20.000,8.7
F,38,211,27,2017-02-04 12:11:26.000,22.9
F,25,66,12,2017-02-05 19:44:04.000,14.8
M,37,121,90,2017-02-05 16:08:07.000,34.5
M,33,243,227,2017-02-05 09:20:36.000,11.0
M,42,155,126,2017-02-06 19:04:45.000,8.6
M,26,106,65,2017-02-06 15:13:24.000,9.9
M,52,128,46,2017-02-06 08:45:48.000,10.6
M,52,172,280,2017-02-07 13:48:19.000,13.2
M,50,236,235,2017-02-08 10:28:03.000,23.8
M,31,248,234,2017-02-08 10:38:30.000,8.2
M,25,43,272,2017-02-08 19:26:02.000,9.5
M,49,335,436,2017-02-08 18:28:50.000,15.2
M,20,111,68,2017-02-09 11:01:10.000,15.4
M,20,256,48,2017-02-10 15:12:44.000,9.5
M,29,20,139,2017-02-10 16:37:44.000,7.6
M,35,74,69,2017-02-10 20:20:11.000,3.0
M,28,248,258,2017-02-11 11:04:20.000,11.8
M,45,180,136,2017-02-11 18:15:46.000,10.8
M,44,294,297,2017-02-12 15:03:35.000,22.0
M,57,2,174,2017-02-12 13:10:22.000,14.2
M,24,194,267,2017-02-13 20:00:56.000,19.4
M,58,52,91,2017-02-13 17:10:22.000,5.1
M,35,353,323,2017-02-13 11:21:00.000,14.9
M,31,60,156,2017-02-14 09:23:10.000,12.8
M,28,156,12,2017-02-14 23:31:39.000,15.1
M,71,452,86,2017-02-14 11:39:50.000,20.8
M,30,148,37,2017-02-14 08:18:49.000,10.2
M,46,126,158,2017-02-15 18:24:39.000,10.5
M,57,4,126,2017-02-15 16:04:58.000,31.1
M,36,6,274,2017-02-15 20:08:02.000,18.6
M,32,11,99,2017-02-16 14:12:58.000,9.1
M,32,286,287,2017-02-16 07:07:20.000,1.6
M,38,8,29,2017-02-16 21:13:45.000,4.9
F,40,141,112,2017-02-16 18:17:21.000,12.1
M,29,14,116,2017-02-17 21:57:25.000,10.6
M,30,91,91,2017-02-17 10:49:28.000,3.5
F,64,17,35,2017-02-17 06:17:21.000,4.2
M,36,25,89,2017-02-18 17:21:16.000,27.5
F,52,158,145,2017-02-18 13:41:56.000,7.1
M,25,300,177,2017-02-19 19:33:59.000,91.8
M,27,310,288,2017-02-20 20:30:22.000,2.2
M,26,295,340,2017-02-20 15:06:05.000,6.0
M,36,257,96,2017-02-20 09:20:20.000,11.4
M,31,291,64,2017-02-20 09:37:04.000,8.6
M,28,219,201,2017-02-21 11:34:52.000,14.8
M,29,116,135,2017-02-21 08:24:41.000,7.0
M,31,381,388,2017-02-21 16:31:13.000,3.8
M,30,250,118,2017-02-22 19:49:45.000,17.7
M,44,317,290,2017-02-22 09:31:56.000,6.9
M,23,111,118,2017-02-22 08:23:47.000,8.8
F,54,205,238,2017-02-22 14:51:56.000,12.4
M,29,248,28,2017-02-23 18:31:33.000,13.4
M,29,244,244,2017-02-23 19:16:35.000,2.8
M,37,35,85,2017-02-23 05:57:29.000,6.8
M,37,356,46,2017-02-23 12:39:45.000,17.4
M,28,295,277,2017-02-24 16:03:48.000,4.6
M,31,20,2,2017-02-24 08:43:43.000,7.2
F,32,295,276,2017-02-24 14:38:02.000,6.8
M,22,306,161,2017-02-25 21:35:12.000,28.3
M,36,206,28,2017-02-25 13:03:19.000,23.4
M,48,19,253,2017-02-26 10:44:36.000,42.5
M,44,52,267,2017-02-27 18:28:53.000,9.6
M,27,136,137,2017-02-27 19:24:18.000,4.8
F,41,270,18,2017-02-27 09:25:37.000,11.2
M,28,24,120,2017-02-28 17:37:45.000,10.2
F,41,442,77,2017-02-28 23:08:04.000,33.3
F,45,248,238,2017-02-28 09:51:15.000,14.4
M,33,39,139,2017-02-28 14:47:33.000,7.5
F,24,195,223,2017-03-01 15:47:21.000,12.9
M,25,433,435,2017-03-01 09:05:30.000,7.0
F,26,317,334,2017-03-01 06:29:33.000,4.6
F,32,197,228,2017-03-02 12:29:03.000,9.6
M,36,210,206,2017-03-02 21:34:08.000,4.0
M,60,267,27,2017-03-02 09:02:10.000,8.4
M,27,17,17,2017-03-03 15:34:11.000,16.6
M,40,63,81,2017-03-03 23:18:35.000,7.5
M,23,268,116,2017-03-03 08:14:15.000,6.9
F,51,24,144,2017-03-05 21:24:06.000,17.0
M,25,244,197,2017-03-05 18:13:44.000,6.7
F,42,398,320,2017-03-05 19:21:21.000,17.6
M,47,272,174,2017-03-05 09:57:40.000,9.2
M,28,6,189,2017-03-06 20:19:51.000,24.0
M,24,53,145,2017-03-07 14:46:22.000,10.1
M,33,341,33,2017-03-07 08:42:12.000,29.6
M,34,320,339,2017-03-07 20:31:44.000,4.3
M,30,397,302,2017-03-08 08:44:51.000,15.7
M,69,3,274,2017-03-08 11:06:55.000,10.8
M,26,311,35,2017-03-08 22:58:56.000,34.5
M,40,29,274,2017-03-09 18:53:29.000,30.2
M,30,449,153,2017-03-09 14:51:04.000,11.1
M,36,171,45,2017-03-10 19:11:36.000,9.6
F,46,435,396,2017-03-10 21:17:26.000,8.9
M,22,112,46,2017-03-10 14:34:23.000,20.1
F,27,271,270,2017-03-11 05:57:17.000,3.7
M,30,6,174,2017-03-11 19:33:26.000,11.3
M,72,253,253,2017-03-11 16:28:44.000,3.5
M,26,29,25,2017-03-12 20:10:48.000,12.9
M,26,303,342,2017-03-13 19:43:00.000,17.5
F,29,145,278,2017-03-13 16:00:28.000,11.0
F,22,139,47,2017-03-13 12:07:19.000,5.2
M,27,58,49,2017-03-14 15:06:06.000,2.5
F,51,134,105,2017-03-14 18:55:26.000,22.5
M,58,278,224,2017-03-14 08:13:27.000,27.5
M,21,257,6,2017-03-15 14:27:04.000,28.2
F,26,158,156,2017-03-15 22:12:40.000,5.1
M,40,181,5,2017-03-15 09:12:45.000,18.1
F,30,164,166,2017-03-16 07:38:19.000,11.3
M,38,399,355,2017-03-16 10:01:56.000,14.8
M,40,334,302,2017-03-16 13:09:18.000,5.2
F,43,256,255,2017-03-16 17:13:35.000,8.4
M,33,180,320,2017-03-17 18:31:33.000,18.5
F,25,82,102,2017-03-17 11:48:34.000,5.6
M,24,84,64,2017-03-17 10:33:40.000,13.0
M,30,142,274,2017-03-18 21:08:25.000,20.8
M,29,147,197,2017-03-19 11:07:28.000,38.4
M,20,412,373,2017-03-20 16:57:20.000,38.3
M,23,135,136,2017-03-21 18:10:18.000,5.1
M,34,222,206,2017-03-21 19:47:48.000,6.1
M,47,399,354,2017-03-21 14:31:59.000,13.9
M,25,389,400,2017-03-21 12:48:43.000,7.9
F,27,78,78,2017-03-22 15:19:25.000,2.3
F,34,215,299,2017-03-22 19:22:45.000,37.8
F,49,26,99,2017-03-22 11:11:42.000,7.7
M,39,332,167,2017-03-22 08:35:33.000,13.1
M,34,356,182,2017-03-23 09:58:48.000,9.8
F,34,442,411,2017-03-23 12:53:42.000,18.9
M,24,207,41,2017-03-23 18:56:54.000,28.8
M,37,50,79,2017-03-24 19:20:12.000,9.9
M,24,241,129,2017-03-24 15:45:10.000,28.6
M,28,121,141,2017-03-24 09:53:15.000,4.1
M,54,136,54,2017-03-24 18:06:59.000,34.3
M,40,1,120,2017-03-25 07:47:50.000,7.2
M,29,140,155,2017-03-26 21:35:53.000,9.9
F,23,184,248,2017-03-27 09:27:30.000,18.6
F,39,139,260,2017-03-27 18:23:56.000,16.5
M,42,18,27,2017-03-27 13:47:18.000,2.3
M,47,178,173,2017-03-27 20:48:28.000,5.2
F,26,54,141,2017-03-28 17:39:36.000,12.7
M,39,65,124,2017-03-28 08:53:39.000,16.8
M,19,22,7,2017-03-28 15:47:29.000,4.2
M,35,351,86,2017-03-29 11:11:06.000,27.1
M,32,357,359,2017-03-29 07:43:17.000,4.0
M,25,139,117,2017-03-29 18:27:37.000,10.2
M,31,25,87,2017-03-29 16:09:05.000,16.0
M,28,69,179,2017-03-30 17:29:33.000,8.3
M,24,236,175,2017-03-30 15:29:00.000,19.6
M,36,52,16,2017-03-30 08:54:39.000,13.2
F,40,9,133,2017-03-30 18:39:59.000,13.8
M,30,300,408,2017-03-31 16:39:41.000,28.9
M,27,450,118,2017-03-31 08:58:21.000,7.5
M,36,230,211,2017-03-31 13:18:18.000,36.8
M,30,400,394,2017-04-01 21:58:55.000,6.5
M,24,74,22,2017-04-01 09:08:10.000,8.4
F,25,139,126,2017-04-01 14:17:53.000,5.0
M,55,146,146,2017-04-02 18:15:42.000,19.0
M,28,392,398,2017-04-03 14:24:28.000,6.7
M,64,23,27,2017-04-03 11:56:31.000,5.9
M,39,21,1,2017-04-04 20:26:25.000,11.3
F,65,261,7,2017-04-04 13:26:51.000,26.1
M,52,64,70,2017-04-04 16:49:09.000,6.7
M,36,119,264,2017-04-05 15:43:05.000,22.1
M,32,307,176,2017-04-05 19:09:37.000,40.8
M,29,190,311,2017-04-05 12:21:45.000,8.8
F,27,57,60,2017-04-06 15:59:19.000,4.2
M,60,262,270,2017-04-06 12:57:27.000,17.1
M,33,192,223,2017-04-07 19:56:15.000,4.6
F,30,162,154,2017-04-07 00:07:50.000,5.0
M,39,7,7,2017-04-07 13:11:03.000,37.4
M,32,333,307,2017-04-08 16:17:43.000,5.6
M,32,51,274,2017-04-08 21:39:00.000,27.4
F,38,107,26,2017-04-08 10:46:23.000,7.8
F,28,194,263,2017-04-09 16:15:42.000,18.2
M,33,400,286,2017-04-09 23:45:41.000,21.7
F,28,50,20,2017-04-09 18:07:13.000,17.5
M,30,262,3,2017-04-10 11:42:18.000,14.1
F,46,40,76,2017-04-10 13:58:24.000,15.9
M,54,437,446,2017-04-10 18:48:46.000,10.6
M,38,172,177,2017-04-10 06:44:40.000,4.3
M,38,27,43,2017-04-11 21:14:50.000,24.6
M,40,38,317,2017-04-12 20:14:15.000,18.8
F,41,182,63,2017-04-12 13:13:59.000,6.0
M,35,148,393,2017-04-12 17:39:17.000,30.3
F,27,99,11,2017-04-12 16:03:41.000,14.2
M,61,67,193,2017-04-13 14:01:27.000,17.4
M,47,89,270,2017-04-14 13:05:38.000,11.2
M,24,142,140,2017-04-15 13:36:40.000,17.6
M,26,2,27,2017-04-16 11:51:04.000,10.0
M,24,20,133,2017-04-17 23:21:53.000,6.8
M,34,41,227,2017-04-17 08:53:58.000,22.3
F,28,191,286,2017-04-18 15:46:19.000,10.2
M,24,329,265,2017-04-18 18:06:32.000,40.1
M,31,13,247,2017-04-18 11:36:38.000,6.8
F,23,39,64,2017-04-19 16:26:41.000,14.2
M,49,116,108,2017-04-19 19:55:14.000,3.7
M,24,256,33,2017-04-19 08:09:03.000,11.9
M,56,210,237,2017-04-20 18:12:56.000,5.5
M,34,145,156,2017-04-20 22:22:02.000,11.8
M,48,258,222,2017-04-20 09:55:34.000,26.1
M,26,68,24,2017-04-20 10:20:59.000,11.6
M,30,26,2,2017-04-21 16:37:49.000,11.8
M,57,35,20,2017-04-21 09:13:05.000,8.6
M,22,18,1,2017-04-21 15:01:55.000,3.2
M,27,114,51,2017-04-22 20:17:10.000,13.7
F,24,76,261,2017-04-22 13:14:23.000,16.7
M,29,353,284,2017-04-23 22:54:40.000,8.1
M,28,15,295,2017-04-24 20:16:02.000,27.6
F,26,95,106,2017-04-24 15:12:00.000,3.3
M,31,208,242,2017-04-24 18:35:54.000,11.9
M,36,120,95,2017-04-25 14:17:14.000,16.7
M,32,21,18,2017-04-25 15:22:49.000,6.7
M,23,141,59,2017-04-25 17:50:08.000,12.3
F,49,37,133,2017-04-25 07:28:37.000,13.6
M,29,285,41,2017-04-26 13:17:35.000,24.6
M,19,123,271,2017-04-26 06:43:56.000,12.1
F,30,217,211,2017-04-26 19:36:58.000,4.6
M,27,206,204,2017-04-26 18:39:20.000,4.8
M,34,170,305,2017-04-27 07:57:40.000,6.7
M,22,32,33,2017-04-27 13:52:36.000,2.1
M,33,209,208,2017-04-27 22:28:17.000,7.0
M,33,342,313,2017-04-28 09:14:36.000,14.7
M,42,80,129,2017-04-28 21:21:33.000,10.0
M,30,369,357,2017-04-28 13:08:23.000,6.5
M,36,303,77,2017-04-28 14:50:50.000,10.2
M,32,114,23,2017-04-29 16:58:53.000,10.6
M,36,68,253,2017-04-30 22:48:53.000,19.9
M,27,302,390,2017-05-01 18:30:52.000,12.9
M,54,67,190,2017-05-01 19:36:22.000,8.1
M,40,192,58,2017-05-01 15:51:07.000,11.5
M,27,114,151,2017-05-02 22:00:19.000,12.3
F,32,338,344,2017-05-03 11:26:28.000,1.9
M,30,12,89,2017-05-04 17:54:45.000,15.8
M,34,85,259,2017-05-04 20:39:34.000,15.2
F,30,129,439,2017-05-04 10:11:04.000,42.2
M,64,161,129,2017-05-04 14:47:05.000,14.8
M,29,302,320,2017-05-05 12:49:36.000,11.2
M,29,154,51,2017-05-05 07:38:02.000,10.3
M,25,151,302,2017-05-05 20:44:41.000,12.9
F,31,33,27,2017-05-06 18:13:30.000,10.0
F,39,167,74,2017-05-06 20:05:21.000,5.9
F,27,394,301,2017-05-06 08:21:19.000,13.2
F,40,144,146,2017-05-06 09:50:42.000,7.5
F,37,59,276,2017-05-07 13:21:46.000,15.1
M,23,438,172,2017-05-07 20:29:44.000,20.5
M,25,204,232,2017-05-07 05:48:26.000,5.5
M,60,29,52,2017-05-08 21:24:05.000,6.8
M,33,193,253,2017-05-09 08:05:32.000,9.0
M,45,34,273,2017-05-09 18:50:26.000,12.7
M,45,118,118,2017-05-09 10:59:01.000,13.8
F,31,178,129,2017-05-10 09:21:36.000,12.3
F,30,166,182,2017-05-10 18:52:57.000,5.3
M,37,166,285,2017-05-10 22:45:15.000,5.7
F,32,83,66,2017-05-10 14:59:17.000,6.8
M,27,113,132,2017-05-11 07:42:23.000,8.8
F,28,266,6,2017-05-12 10:01:40.000,31.7
F,25,36,58,2017-05-12 15:31:06.000,5.2
M,31,8,14,2017-05-12 08:42:43.000,8.4
M,37,121,69,2017-05-13 16:47:08.000,23.3
M,49,356,306,2017-05-13 14:31:26.000,13.0
M,29,37,233,2017-05-14 11:24:06.000,14.1
M,38,29,5,2017-05-15 08:44:25.000,13.7
F,28,3,308,2017-05-15 19:20:17.000,28.6
M,27,14,23,2017-05-15 12:23:52.000,4.5
M,35,14,1,2017-05-16 22:36:02.000,16.3
M,22,27,266,2017-05-16 17:36:48.000,10.4
M,47,181,68,2017-05-16 14:04:35.000,8.7
M,53,90,109,2017-05-16 19:40:45.000,10.4
M,29,56,67,2017-05-17 19:11:59.000,9.6
M,31,17,119,2017-05-17 20:19:11.000,6.1
M,25,261,227,2017-05-17 09:05:30.000,15.1
F,17,127,146,2017-05-17 13:56:30.000,17.2
M,41,379,394,2017-05-18 18:31:49.000,2.4
F,33,199,25,2017-05-18 07:01:55.000,18.4
M,40,208,231,2017-05-18 15:49:06.000,7.2
F,35,16,269,2017-05-18 13:55:12.000,18.1
M,56,426,318,2017-05-19 21:33:42.000,19.9
M,25,121,147,2017-05-19 09:24:26.000,6.1
M,29,10,19,2017-05-19 14:15:50.000,7.4
M,36,113,119,2017-05-20 22:10:41.000,6.1
M,24,150,317,2017-05-21 16:11:34.000,12.0
M,26,61,102,2017-05-21 12:15:41.000,25.2
M,56,162,156,2017-05-22 21:07:53.000,32.3
M,31,85,20,2017-05-22 09:07:21.000,3.7
F,56,392,392,2017-05-22 10:15:23.000,21.5
M,19,266,136,2017-05-23 15:32:45.000,21.0
F,46,238,248,2017-05-23 19:51:29.000,11.0
F,42,47,68,2017-05-23 08:25:45.000,11.7
M,37,191,56,2017-05-23 11:40:15.000,20.2
M,58,77,83,2017-05-24 20:40:47.000,4.2
M,28,271,208,2017-05-24 08:50:44.000,24.1
F,37,82,261,2017-05-24 13:36:32.000,23.9
M,34,175,56,2017-05-25 17:04:15.000,15.6
M,25,289,395,2017-05-25 18:51:06.000,23.8
M,53,256,9,2017-05-25 08:03:59.000,12.5
M,39,83,64,2017-05-26 09:05:40.000,5.7
M,54,448,276,2017-05-26 20:45:54.000,13.5
M,29,52,273,2017-05-26 18:56:10.000,7.3
M,24,35,35,2017-05-26 15:07:07.000,3.4
M,33,104,260,2017-05-27 20:34:27.000,14.8
M,33,15,260,2017-05-28 13:29:18.000,29.8
M,47,251,25,2017-05-28 16:34:58.000,12.8
F,36,82,266,2017-05-29 20:14:03.000,10.8
F,39,68,171,2017-05-29 08:50:55.000,6.6
F,23,307,328,2017-05-29 07:23:09.000,9.2
M,48,211,242,2017-05-30 16:24:16.000,14.9
M,43,177,206,2017-05-30 19:51:59.000,19.1
F,37,84,38,2017-05-30 08:06:06.000,11.9
F,22,36,169,2017-05-30 13:33:25.000,11.9
F,31,84,63,2017-05-31 21:21:34.000,5.8
M,27,86,35,2017-05-31 10:02:02.000,3.6
F,26,295,319,2017-05-31 16:06:00.000,7.6
M,37,53,59,2017-06-01 16:05:53.000,7.0
M,21,194,192,2017-06-01 23:17:38.000,75.6
M,32,9,230,2017-06-01 07:35:28.000,23.7
M,33,374,299,2017-06-02 11:57:55.000,12.3
F,27,306,29,2017-06-03 18:01:03.000,35.1
M,23,139,158,2017-06-03 09:23:49.000,7.5
M,29,315,398,2017-06-03 17:34:50.000,20.2
M,24,163,74,2017-06-04 09:28:35.000,10.8
M,34,118,117,2017-06-04 21:36:42.000,2.0
M,23,250,272,2017-06-04 19:41:16.000,29.8
M,36,182,405,2017-06-04 15:41:54.000,17.2
M,32,291,146,2017-06-05 12:08:45.000,15.2
F,54,160,20,2017-06-06 15:47:01.000,10.8
M,41,193,408,2017-06-06 18:41:30.000,47.5
F,33,181,181,2017-06-06 08:19:02.000,12.8
F,40,181,54,2017-06-06 10:37:39.000,9.4
M,31,337,303,2017-06-07 12:28:30.000,9.7
M,26,109,63,2017-06-07 20:03:54.000,23.3
M,34,200,244,2017-06-07 15:52:19.000,8.2
M,28,175,175,2017-06-08 11:42:46.000,5.9
F,33,64,79,2017-06-09 08:25:01.000,9.5
M,34,13,63,2017-06-09 18:29:13.000,12.2
M,26,124,14,2017-06-09 12:54:53.000,20.1
M,26,357,368,2017-06-09 10:12:17.000,11.0
F,48,114,271,2017-06-10 21:50:14.000,10.8
F,36,444,323,2017-06-10 08:48:26.000,20.4
M,44,335,301,2017-06-10 11:19:31.000,5.7
M,45,18,18,2017-06-11 13:05:53.000,10.4
M,25,102,90,2017-06-11 09:46:27.000,7.5
M,26,266,66,2017-06-11 08:54:54.000,28.5
M,26,234,266,2017-06-12 19:52:05.000,30.1
M,24,167,73,2017-06-12 08:58:43.000,4.0
F,30,390,414,2017-06-12 18:11:05.000,223.6
M,32,33,196,2017-06-13 09:57:27.000,20.2
F,34,84,146,2017-06-13 07:17:43.000,4.6
M,27,380,324,2017-06-13 23:36:22.000,10.3
F,37,63,181,2017-06-13 16:42:16.000,5.2
M,25,180,165,2017-06-14 20:21:41.000,6.6
M,38,228,214,2017-06-14 08:48:40.000,4.5
F,31,6,174,2017-06-14 09:26:29.000,13.0
M,37,190,23,2017-06-15 20:01:37.000,14.0
M,44,214,242,2017-06-15 17:53:47.000,5.8
M,39,124,123,2017-06-15 12:55:25.000,2.6
F,22,390,286,2017-06-16 18:34:47.000,24.0
M,22,116,23,2017-06-16 10:14:09.000,7.3
M,50,174,17,2017-06-16 07:25:40.000,10.3
F,34,156,39,2017-06-16 08:42:11.000,10.2
M,42,317,299,2017-06-17 12:57:14.000,2.5
M,39,195,231,2017-06-18 15:18:46.000,30.3
M,24,86,261,2017-06-19 08:56:18.000,10.6
M,26,7,452,2017-06-19 18:13:09.000,6.2
F,27,221,345,2017-06-19 17:17:52.000,35.9
M,60,100,1,2017-06-19 20:11:00.000,21.4
F,34,167,151,2017-06-20 15:53:26.000,13.5
M,20,107,266,2017-06-20 11:46:03.000,13.2
M,33,9,38,2017-06-20 17:47:01.000,24.1
M,54,24,111,2017-06-20 20:54:08.000,14.1
M,31,420,324,2017-06-21 18:36:50.000,18.1
F,33,289,36,2017-06-21 08:22:03.000,17.0
F,24,208,116,2017-06-21 20:49:28.000,24.2
M,49,271,35,2017-06-22 09:11:52.000,12.9
M,29,416,317,2017-06-22 23:57:25.000,22.0
F,24,61,173,2017-06-22 18:46:35.000,19.1
M,34,181,74,2017-06-22 12:54:06.000,6.8
M,59,10,41,2017-06-23 10:03:14.000,4.7
M,38,11,67,2017-06-23 15:59:00.000,20.4
M,43,423,351,2017-06-23 19:57:40.000,19.5
M,27,347,48,2017-06-24 12:45:40.000,30.8
M,64,207,153,2017-06-24 22:05:20.000,30.3
M,31,23,47,2017-06-25 11:37:31.000,12.9
F,29,47,135,2017-06-26 19:05:22.000,7.3
M,33,283,154,2017-06-26 08:52:59.000,7.9
M,23,360,336,2017-06-26 15:21:00.000,7.0
M,32,195,71,2017-06-27 15:17:42.000,14.3
M,20,415,372,2017-06-27 11:53:22.000,7.1
