,Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
3743,F,21,262,115,2016-10-19 17:03:35.000,18.4
3744,M,51,81,73,2016-10-19 11:43:19.000,6.6
3745,M,20,247,234,2016-10-20 09:30:02.000,8.8
3746,M,31,358,369,2016-10-20 09:15:49.000,7.7
3747,F,27,106,34,2016-10-20 19:11:06.000,16.7
3748,F,45,257,261,2016-10-20 14:27:28.000,11.5
3749,M,37,235,209,2016-10-21 16:09:15.000,5.0
3750,F,27,219,174,2016-10-21 18:31:53.000,40.8
3751,M,48,258,13,2016-10-21 14:47:08.000,13.1
3752,F,28,69,181,2016-10-22 11:14:01.000,5.9
3753,M,25,127,139,2016-10-23 17:25:09.000,5.4
3754,M,38,21,61,2016-10-23 13:15:19.000,13.2
3755,M,37,211,249,2016-10-24 20:12:00.000,7.1
3756,M,61,18,21,2016-10-24 09:57:41.000,7.8
3757,M,40,119,118,2016-10-24 10:55:22.000,2.0
3758,F,45,72,80,2016-10-25 15:14:49.000,4.6
3759,M,26,291,390,2016-10-25 20:07:33.000,15.1
3760,M,21,289,84,2016-10-25 08:13:42.000,9.7
3761,M,36,150,157,2016-10-26 09:43:03.000,4.6
3762,M,32,207,228,2016-10-26 08:25:17.000,11.1
3763,F,31,59,71,2016-10-26 19:37:19.000,5.7
3764,F,44,5,96,2016-10-26 17:26:20.000,19.3
3765,M,47,315,328,2016-10-27 15:23:00.000,8.9
3766,M,33,85,267,2016-10-27 20:03:10.000,12.6
3767,F,27,53,303,2016-10-27 14:02:24.000,13.8
3768,F,29,56,17,2016-10-28 16:21:31.000,13.8
3769,F,25,356,292,2016-10-28 19:12:46.000,8.7
3770,M,34,170,305,2016-10-28 07:54:40.000,6.8
3771,M,28,18,17,2016-10-29 20:04:42.000,36.1
3772,M,31,24,22,2016-10-29 06:09:49.000,7.8
3773,M,30,156,299,2016-10-30 22:08:03.000,9.8
3774,M,32,13,176,2016-10-31 18:17:20.000,24.4
3775,F,39,212,242,2016-10-31 19:56:20.000,21.0
3776,M,31,149,142,2016-10-31 14:47:53.000,14.7
3777,F,31,372,415,2016-11-08 12:08:43.000,10.1
3778,M,57,86,257,2016-11-08 11:05:58.000,8.7
3779,F,29,151,40,2016-11-08 22:39:54.000,13.0
3780,M,25,123,276,2016-11-09 15:25:42.000,12.4
3781,M,22,4,1,2016-11-10 20:47:44.000,6.6
3782,M,26,190,83,2016-11-10 14:48:03.000,11.8
3783,M,27,31,52,2016-11-10 18:57:26.000,10.7
3784,M,34,13,14,2016-11-10 18:10:43.000,1.7
3785,M,20,152,280,2016-11-11 14:48:17.000,15.4
3786,M,20,84,74,2016-11-11 10:21:05.000,3.5
3787,M,37,13,246,2016-11-11 08:59:06.000,6.9
3788,M,33,244,449,2016-11-12 20:50:59.000,22.8
3789,M,43,185,188,2016-11-13 11:17:35.000,8.2
3790,M,51,40,180,2016-11-14 07:57:34.000,31.1
3791,M,24,270,127,2016-11-14 14:54:40.000,6.2
3792,M,33,199,76,2016-11-14 19:39:50.000,30.5
3793,M,37,123,158,2016-11-15 18:16:00.000,15.9
3794,M,26,3,266,2016-11-15 19:08:48.000,9.4
3795,M,27,86,6,2016-11-15 05:56:07.000,7.0
3796,M,23,264,116,2016-11-15 11:02:08.000,7.3
3797,M,21,235,24,2016-11-16 08:36:58.000,25.2
3798,M,27,207,7,2016-11-16 19:26:52.000,10.6
3799,F,46,74,169,2016-11-17 14:32:23.000,5.9
3800,M,30,301,342,2016-11-17 18:50:21.000,20.1
3801,M,51,268,41,2016-11-17 08:10:19.000,6.5
3802,M,36,251,39,2016-11-18 17:31:17.000,7.8
3803,M,32,117,27,2016-11-18 18:37:32.000,3.9
3804,M,27,72,247,2016-11-18 09:02:31.000,12.5
3805,F,26,195,58,2016-11-19 16:31:35.000,41.9
3806,M,58,41,160,2016-11-19 12:50:41.000,11.0
3807,M,59,213,233,2016-11-20 13:02:03.000,9.6
3808,M,30,271,87,2016-11-21 14:59:13.000,13.9
3809,M,47,87,104,2016-11-22 20:42:01.000,4.6
3810,M,27,74,69,2016-11-22 08:44:45.000,2.3
3811,M,36,21,140,2016-11-22 14:49:41.000,20.8
3812,M,26,127,450,2016-11-23 15:12:35.000,14.9
3813,F,26,146,158,2016-11-23 19:24:47.000,9.9
3814,M,45,90,90,2016-11-23 13:40:44.000,2.1
3815,M,28,54,26,2016-11-24 06:42:50.000,15.1
3816,F,35,307,310,2016-11-24 18:55:10.000,7.7
3817,F,36,76,311,2016-11-24 17:37:20.000,18.4
3818,M,36,120,26,2016-11-24 14:18:45.000,28.3
3819,M,26,63,61,2016-11-25 23:45:44.000,16.1
3820,F,31,310,175,2016-11-25 06:18:20.000,8.2
3821,F,47,68,187,2016-11-25 12:03:13.000,7.3
3822,F,26,183,19,2016-11-26 09:34:38.000,11.1
3823,F,30,379,370,2016-11-27 10:31:17.000,5.9
3824,F,26,7,17,2016-11-28 15:29:08.000,5.5
3825,M,32,46,342,2016-11-28 20:04:48.000,45.6
3826,M,44,14,124,2016-11-28 14:34:36.000,23.5
3827,M,32,239,258,2016-11-29 18:40:38.000,9.4
3828,F,29,58,190,2016-11-29 19:10:53.000,11.4
3829,M,28,261,24,2016-11-29 05:58:03.000,3.9
3830,M,36,96,105,2016-11-29 12:48:47.000,10.1
3831,M,34,63,319,2016-11-30 22:04:10.000,19.8
3832,M,27,286,167,2016-11-30 17:57:36.000,2.4
3833,M,28,18,14,2016-11-30 08:57:15.000,5.3
3834,F,35,285,326,2016-12-08 09:45:05.000,6.7
3835,F,31,370,381,2016-12-08 08:29:02.000,3.9
3836,M,27,24,152,2016-12-08 14:30:27.000,16.6
3837,M,28,64,54,2016-12-09 07:40:21.000,2.8
3838,M,28,65,10,2016-12-09 17:04:28.000,14.0
3839,M,31,317,295,2016-12-09 18:36:58.000,6.9
3840,M,24,43,101,2016-12-10 21:13:43.000,9.7
3841,M,62,30,252,2016-12-10 13:26:30.000,12.3
3842,M,30,291,69,2016-12-10 15:59:23.000,30.4
3843,F,63,44,50,2016-12-11 10:55:32.000,2.1
3844,M,48,133,184,2016-12-11 08:17:20.000,13.4
3845,F,29,440,302,2016-12-12 07:53:38.000,15.5
3846,F,33,86,137,2016-12-12 20:27:23.000,10.3
3847,F,51,253,38,2016-12-13 16:19:14.000,9.4
3848,F,26,224,81,2016-12-13 17:58:24.000,21.2
3849,M,29,158,194,2016-12-13 07:41:55.000,17.0
3850,M,42,219,197,2016-12-13 19:49:55.000,7.5
3851,M,47,96,27,2016-12-14 15:48:06.000,12.3
3852,M,23,43,18,2016-12-14 09:45:10.000,13.7
3853,M,37,43,266,2016-12-14 17:44:30.000,10.2
3854,M,63,226,218,2016-12-15 15:53:11.000,6.1
3855,M,26,120,51,2016-12-15 09:32:24.000,9.3
3856,F,33,310,173,2016-12-15 20:01:42.000,7.2
3857,M,31,140,129,2016-12-16 19:44:24.000,5.2
3858,M,39,199,196,2016-12-16 07:24:24.000,3.3
3859,M,49,192,213,2016-12-16 11:59:49.000,14.5
3860,F,48,4,136,2016-12-17 09:49:11.000,11.1
3861,M,27,15,25,2016-12-18 10:33:47.000,21.2
3862,M,28,140,127,2016-12-19 15:38:54.000,4.3
3863,M,25,53,31,2016-12-19 09:11:32.000,17.0
3864,F,30,425,398,2016-12-19 10:36:24.000,4.6
3865,M,27,46,134,2016-12-20 21:00:40.000,8.6
3866,F,29,182,130,2016-12-20 09:44:20.000,17.1
3867,M,32,413,393,2016-12-20 11:58:08.000,4.8
3868,M,23,244,197,2016-12-21 15:01:23.000,8.2
3869,M,26,219,197,2016-12-21 09:29:59.000,5.3
3870,M,27,152,38,2016-12-22 15:16:55.000,13.7
3871,M,23,86,11,2016-12-22 07:38:03.000,5.9
3872,M,39,21,266,2016-12-22 18:52:15.000,19.1
3873,M,28,271,41,2016-12-23 19:37:23.000,8.9
3874,M,26,10,242,2016-12-23 00:55:51.000,27.4
3875,F,42,393,300,2016-12-24 14:33:58.000,12.6
3876,F,33,234,197,2016-12-26 16:35:10.000,11.4
3877,M,58,87,174,2016-12-26 15:27:53.000,17.1
3878,M,29,280,302,2016-12-27 18:57:59.000,16.8
3879,M,66,126,47,2016-12-27 11:10:23.000,32.3
3880,M,26,301,390,2016-12-28 19:46:45.000,18.0
3881,M,41,236,5,2016-12-28 13:51:01.000,23.4
3882,M,30,159,34,2016-12-29 09:15:04.000,11.2
3883,M,44,207,206,2016-12-30 17:25:51.000,7.6
3884,M,32,24,6,2016-12-30 08:05:57.000,4.6
3885,M,33,174,117,2016-12-31 14:12:01.000,12.2
3886,M,33,305,334,2017-01-02 16:53:38.000,9.7
3887,M,27,346,409,2017-01-02 18:31:55.000,19.6
3888,F,32,351,362,2017-01-02 21:44:41.000,13.4
3889,M,41,69,68,2017-01-02 09:50:26.000,3.3
3890,M,32,54,181,2017-01-03 14:14:11.000,5.8
3891,M,37,212,36,2017-01-03 19:43:22.000,12.8
3892,M,25,138,266,2017-01-03 16:35:27.000,17.5
3893,M,25,391,400,2017-01-04 11:58:05.000,10.6
3894,M,31,29,39,2017-01-04 18:54:27.000,26.4
3895,M,28,165,40,2017-01-05 08:00:47.000,8.8
3896,M,24,261,67,2017-01-06 22:41:53.000,11.9
3897,M,36,160,106,2017-01-06 09:59:34.000,17.8
3898,M,57,142,142,2017-01-06 07:31:57.000,11.5
3899,M,49,270,270,2017-01-07 15:59:51.000,22.6
3900,F,46,85,256,2017-01-07 11:20:51.000,5.9
3901,M,30,447,136,2017-01-08 14:00:28.000,12.9
3902,M,32,295,299,2017-01-08 19:32:44.000,5.5
3903,M,45,197,219,2017-01-08 15:56:20.000,6.5
3904,M,51,319,340,2017-01-09 15:33:15.000,7.4
3905,M,41,140,51,2017-01-09 14:20:13.000,7.8
3906,M,28,309,392,2017-01-09 20:03:57.000,13.6
3907,M,36,377,182,2017-01-10 00:48:24.000,18.1
3908,M,29,154,335,2017-01-11 13:34:30.000,12.6
3909,M,32,309,78,2017-01-11 19:34:44.000,6.9
3910,M,33,212,64,2017-01-11 15:33:45.000,12.0
3911,M,49,84,353,2017-01-12 15:00:23.000,21.1
3912,M,45,136,448,2017-01-12 19:17:02.000,9.7
3913,M,25,31,119,2017-01-12 13:34:37.000,3.2
3914,M,36,212,217,2017-01-13 08:10:59.000,2.1
3915,M,45,222,12,2017-01-13 13:52:00.000,23.2
3916,M,27,146,148,2017-01-13 16:42:16.000,20.9
3917,M,22,347,288,2017-01-14 20:47:59.000,11.8
3918,M,47,163,163,2017-01-14 12:58:43.000,17.0
3919,M,36,6,132,2017-01-15 13:14:51.000,15.0
3920,M,30,223,236,2017-01-16 07:23:25.000,7.3
3921,F,33,208,216,2017-01-16 19:33:05.000,3.7
3922,M,30,18,253,2017-01-16 15:20:29.000,15.4
3923,M,56,121,118,2017-01-17 07:25:23.000,5.8
3924,M,24,36,117,2017-01-17 19:41:25.000,12.0
3925,M,26,6,187,2017-01-17 11:13:03.000,16.7
3926,M,55,17,17,2017-01-17 15:20:27.000,24.9
3927,M,26,378,420,2017-01-18 20:58:38.000,7.2
3928,M,30,18,8,2017-01-18 09:40:59.000,5.2
3929,M,42,242,311,2017-01-18 14:36:30.000,26.4
3930,F,43,115,7,2017-01-19 16:14:26.000,13.1
3931,M,46,137,123,2017-01-19 19:42:14.000,6.5
3932,M,38,85,303,2017-01-19 08:37:26.000,29.8
3933,F,57,26,260,2017-01-20 15:47:21.000,6.6
3934,M,48,372,390,2017-01-20 17:56:59.000,8.7
3935,M,25,310,328,2017-01-20 08:19:55.000,2.9
3936,M,24,168,182,2017-01-20 20:48:34.000,3.3
3937,F,26,359,356,2017-01-21 10:58:09.000,7.3
3938,M,36,92,84,2017-01-22 15:37:04.000,37.3
3939,M,24,354,314,2017-01-23 17:42:26.000,6.2
3940,M,40,117,22,2017-01-23 21:17:01.000,14.2
3941,M,55,6,86,2017-01-23 07:46:53.000,5.8
3942,M,32,41,18,2017-01-23 12:57:18.000,10.8
3943,M,26,412,405,2017-01-24 16:16:09.000,6.3
3944,F,39,108,115,2017-01-24 09:00:05.000,7.3
3945,M,33,1,18,2017-01-24 13:23:54.000,4.7
3946,F,37,250,87,2017-01-25 18:55:52.000,27.4
3947,M,23,324,336,2017-01-25 21:30:39.000,3.4
3948,M,44,272,37,2017-01-25 07:42:32.000,15.2
3949,M,40,204,242,2017-01-25 10:07:42.000,6.2
3950,M,40,10,118,2017-01-26 17:04:20.000,5.6
3951,M,39,237,20,2017-01-26 19:42:46.000,21.0
3952,M,44,4,15,2017-01-26 13:43:25.000,2.7
3953,F,35,147,147,2017-01-27 16:37:36.000,4.9
3954,M,33,52,55,2017-01-27 21:17:16.000,20.7
3955,M,29,348,327,2017-01-27 06:00:53.000,3.3
3956,M,34,47,58,2017-01-27 12:41:34.000,4.5
3957,F,35,396,396,2017-01-28 10:37:26.000,2.6
3958,M,61,46,36,2017-01-29 21:28:49.000,5.3
3959,M,38,300,394,2017-01-30 18:45:24.000,18.4
3960,M,30,228,424,2017-01-30 21:54:47.000,44.9
3961,M,36,259,374,2017-01-30 08:16:14.000,37.3
3962,M,23,325,360,2017-01-30 13:01:08.000,10.2
3963,M,25,17,447,2017-01-31 16:13:44.000,10.7
3964,M,25,9,27,2017-01-31 08:58:14.000,9.6
3965,M,24,64,84,2017-01-31 13:10:11.000,3.8
3966,M,26,216,223,2017-02-01 20:18:35.000,8.1
3967,M,28,279,84,2017-02-01 13:13:02.000,7.6
3968,M,37,119,26,2017-02-02 17:55:02.000,6.8
3969,M,23,194,222,2017-02-02 21:52:48.000,17.4
3970,M,23,74,6,2017-02-02 07:57:15.000,17.6
3971,M,27,225,208,2017-02-02 12:23:55.000,6.5
3972,F,26,13,41,2017-02-03 20:43:02.000,19.0
3973,M,21,248,84,2017-02-03 14:17:31.000,14.5
3974,M,36,57,241,2017-02-03 09:18:32.000,25.8
3975,M,28,85,85,2017-02-04 17:25:20.000,8.7
3976,F,38,211,27,2017-02-04 12:11:26.000,22.9
3977,F,25,66,12,2017-02-05 19:44:04.000,14.8
3978,M,37,121,90,2017-02-05 16:08:07.000,34.5
3979,M,33,243,227,2017-02-05 09:20:36.000,11.0
3980,M,42,155,126,2017-02-06 19:04:45.000,8.6
3981,M,26,106,65,2017-02-06 15:13:24.000,9.9
3982,M,52,128,46,2017-02-06 08:45:48.000,10.6
3983,M,52,172,280,2017-02-07 13:48:19.000,13.2
3984,M,50,236,235,2017-02-08 10:28:03.000,23.8
3985,M,31,248,234,2017-02-08 10:38:30.000,8.2
3986,M,25,43,272,2017-02-08 19:26:02.000,9.5
3987,M,49,335,436,2017-02-08 18:28:50.000,15.2
3988,M,20,111,68,2017-02-09 11:01:10.000,15.4
3989,M,20,256,48,2017-02-10 15:12:44.000,9.5
3990,M,29,20,139,2017-02-10 16:37:44.000,7.6
3991,M,35,74,69,2017-02-10 20:20:11.000,3.0
3992,M,28,248,258,2017-02-11 11:04:20.000,11.8
3993,M,45,180,136,2017-02-11 18:15:46.000,10.8
3994,M,44,294,297,2017-02-12 15:03:35.000,22.0
3995,M,57,2,174,2017-02-12 13:10:22.000,14.2
3996,M,24,194,267,2017-02-13 20:00:56.000,19.4
3997,M,58,52,91,2017-02-13 17:10:22.000,5.1
3998,M,35,353,323,2017-02-13 11:21:00.000,14.9
3999,M,31,60,156,2017-02-14 09:23:10.000,12.8
4000,M,28,156,12,2017-02-14 23:31:39.000,15.1
4001,M,71,452,86,2017-02-14 11:39:50.000,20.8
4002,M,30,148,37,2017-02-14 08:18:49.000,10.2
4003,M,46,126,158,2017-02-15 18:24:39.000,10.5
4004,M,57,4,126,2017-02-15 16:04:58.000,31.1
4005,M,36,6,274,2017-02-15 20:08:02.000,18.6
4006,M,32,11,99,2017-02-16 14:12:58.000,9.1
4007,M,32,286,287,2017-02-16 07:07:20.000,1.6
4008,M,38,8,29,2017-02-16 21:13:45.000,4.9
4009,F,40,141,112,2017-02-16 18:17:21.000,12.1
4010,M,29,14,116,2017-02-17 21:57:25.000,10.6
4011,M,30,91,91,2017-02-17 10:49:28.000,3.5
4012,F,64,17,35,2017-02-17 06:17:21.000,4.2
4013,M,36,25,89,2017-02-18 17:21:16.000,27.5
4014,F,52,158,145,2017-02-18 13:41:56.000,7.1
4015,M,25,300,177,2017-02-19 19:33:59.000,91.8
4016,M,27,310,288,2017-02-20 20:30:22.000,2.2
4017,M,26,295,340,2017-02-20 15:06:05.000,6.0
4018,M,36,257,96,2017-02-20 09:20:20.000,11.4
4019,M,31,291,64,2017-02-20 09:37:04.000,8.6
4020,M,28,219,201,2017-02-21 11:34:52.000,14.8
4021,M,29,116,135,2017-02-21 08:24:41.000,7.0
4022,M,31,381,388,2017-02-21 16:31:13.000,3.8
4023,M,30,250,118,2017-02-22 19:49:45.000,17.7
4024,M,44,317,290,2017-02-22 09:31:56.000,6.9
4025,M,23,111,118,2017-02-22 08:23:47.000,8.8
4026,F,54,205,238,2017-02-22 14:51:56.000,12.4
4027,M,29,248,28,2017-02-23 18:31:33.000,13.4
4028,M,29,244,244,2017-02-23 19:16:35.000,2.8
4029,M,37,35,85,2017-02-23 05:57:29.000,6.8
4030,M,37,356,46,2017-02-23 12:39:45.000,17.4
4031,M,28,295,277,2017-02-24 16:03:48.000,4.6
4032,M,31,20,2,2017-02-24 08:43:43.000,7.2
4033,F,32,295,276,2017-02-24 14:38:02.000,6.8
4034,M,22,306,161,2017-02-25 21:35:12.000,28.3
4035,M,36,206,28,2017-02-25 13:03:19.000,23.4
4036,M,48,19,253,2017-02-26 10:44:36.000,42.5
4037,M,44,52,267,2017-02-27 18:28:53.000,9.6
4038,M,27,136,137,2017-02-27 19:24:18.000,4.8
4039,F,41,270,18,2017-02-27 09:25:37.000,11.2
4040,M,28,24,120,2017-02-28 17:37:45.000,10.2
4041,F,41,442,77,2017-02-28 23:08:04.000,33.3
4042,F,45,248,238,2017-02-28 09:51:15.000,14.4
4043,M,33,39,139,2017-02-28 14:47:33.000,7.5
4044,F,24,195,223,2017-03-01 15:47:21.000,12.9
4045,M,25,433,435,2017-03-01 09:05:30.000,7.0
4046,F,26,317,334,2017-03-01 06:29:33.000,4.6
4047,F,32,197,228,2017-03-02 12:29:03.000,9.6
4048,M,36,210,206,2017-03-02 21:34:08.000,4.0
4049,M,60,267,27,2017-03-02 09:02:10.000,8.4
4050,M,27,17,17,2017-03-03 15:34:11.000,16.6
4051,M,40,63,81,2017-03-03 23:18:35.000,7.5
4052,M,23,268,116,2017-03-03 08:14:15.000,6.9
4053,F,51,24,144,2017-03-05 21:24:06.000,17.0
4054,M,25,244,197,2017-03-05 18:13:44.000,6.7
4055,F,42,398,320,2017-03-05 19:21:21.000,17.6
4056,M,47,272,174,2017-03-05 09:57:40.000,9.2
4057,M,28,6,189,2017-03-06 20:19:51.000,24.0
4058,M,24,53,145,2017-03-07 14:46:22.000,10.1
4059,M,33,341,33,2017-03-07 08:42:12.000,29.6
4060,M,34,320,339,2017-03-07 20:31:44.000,4.3
4061,M,30,397,302,2017-03-08 08:44:51.000,15.7
4062,M,69,3,274,2017-03-08 11:06:55.000,10.8
4063,M,26,311,35,2017-03-08 22:58:56.000,34.5
4064,M,40,29,274,2017-03-09 18:53:29.000,30.2
4065,M,30,449,153,2017-03-09 14:51:04.000,11.1
4066,M,36,171,45,2017-03-10 19:11:36.000,9.6
4067,F,46,435,396,2017-03-10 21:17:26.000,8.9
4068,M,22,112,46,2017-03-10 14:34:23.000,20.1
4069,F,27,271,270,2017-03-11 05:57:17.000,3.7
4070,M,30,6,174,2017-03-11 19:33:26.000,11.3
4071,M,72,253,253,2017-03-11 16:28:44.000,3.5
4072,M,26,29,25,2017-03-12 20:10:48.000,12.9
4073,M,26,303,342,2017-03-13 19:43:00.000,17.5
4074,F,29,145,278,2017-03-13 16:00:28.000,11.0
4075,F,22,139,47,2017-03-13 12:07:19.000,5.2
4076,M,27,58,49,2017-03-14 15:06:06.000,2.5
4077,F,51,134,105,2017-03-14 18:55:26.000,22.5
4078,M,58,278,224,2017-03-14 08:13:27.000,27.5
4079,M,21,257,6,2017-03-15 14:27:04.000,28.2
4080,F,26,158,156,2017-03-15 22:12:40.000,5.1
4081,M,40,181,5,2017-03-15 09:12:45.000,18.1
4082,F,30,164,166,2017-03-16 07:38:19.000,11.3
4083,M,38,399,355,2017-03-16 10:01:56.000,14.8
4084,M,40,334,302,2017-03-16 13:09:18.000,5.2
4085,F,43,256,255,2017-03-16 17:13:35.000,8.4
4086,M,33,180,320,2017-03-17 18:31:33.000,18.5
4087,F,25,82,102,2017-03-17 11:48:34.000,5.6
4088,M,24,84,64,2017-03-17 10:33:40.000,13.0
4089,M,30,142,274,2017-03-18 21:08:25.000,20.8
4090,M,29,147,197,2017-03-19 11:07:28.000,38.4
4091,M,20,412,373,2017-03-20 16:57:20.000,38.3
4092,M,23,135,136,2017-03-21 18:10:18.000,5.1
4093,M,34,222,206,2017-03-21 19:47:48.000,6.1
4094,M,47,399,354,2017-03-21 14:31:59.000,13.9
4095,M,25,389,400,2017-03-21 12:48:43.000,7.9
4096,F,27,78,78,2017-03-22 15:19:25.000,2.3
4097,F,34,215,299,2017-03-22 19:22:45.000,37.8
4098,F,49,26,99,2017-03-22 11:11:42.000,7.7
4099,M,39,332,167,2017-03-22 08:35:33.000,13.1
4100,M,34,356,182,2017-03-23 09:58:48.000,9.8
4101,F,34,442,411,2017-03-23 12:53:42.000,18.9
4102,M,24,207,41,2017-03-23 18:56:54.000,28.8
4103,M,37,50,79,2017-03-24 19:20:12.000,9.9
4104,M,24,241,129,2017-03-24 15:45:10.000,28.6
4105,M,28,121,141,2017-03-24 09:53:15.000,4.1
4106,M,54,136,54,2017-03-24 18:06:59.000,34.3
4107,M,40,1,120,2017-03-25 07:47:50.000,7.2
4108,M,29,140,155,2017-03-26 21:35:53.000,9.9
4109,F,23,184,248,2017-03-27 09:27:30.000,18.6
4110,F,39,139,260,2017-03-27 18:23:56.000,16.5
4111,M,42,18,27,2017-03-27 13:47:18.000,2.3
4112,M,47,178,173,2017-03-27 20:48:28.000,5.2
4113,F,26,54,141,2017-03-28 17:39:36.000,12.7
4114,M,39,65,124,2017-03-28 08:53:39.000,16.8
4115,M,19,22,7,2017-03-28 15:47:29.000,4.2
4116,M,35,351,86,2017-03-29 11:11:06.000,27.1
4117,M,32,357,359,2017-03-29 07:43:17.000,4.0
4118,M,25,139,117,2017-03-29 18:27:37.000,10.2
4119,M,31,25,87,2017-03-29 16:09:05.000,16.0
4120,M,28,69,179,2017-03-30 17:29:33.000,8.3
4121,M,24,236,175,2017-03-30 15:29:00.000,19.6
4122,M,36,52,16,2017-03-30 08:54:39.000,13.2
4123,F,40,9,133,2017-03-30 18:39:59.000,13.8
4124,M,30,300,408,2017-03-31 16:39:41.000,28.9
4125,M,27,450,118,2017-03-31 08:58:21.000,7.5
4126,M,36,230,211,2017-03-31 13:18:18.000,36.8
4127,M,30,400,394,2017-04-01 21:58:55.000,6.5
4128,M,24,74,22,2017-04-01 09:08:10.000,8.4
4129,F,25,139,126,2017-04-01 14:17:53.000,5.0
4130,M,55,146,146,2017-04-02 18:15:42.000,19.0
4131,M,28,392,398,2017-04-03 14:24:28.000,6.7
4132,M,64,23,27,2017-04-03 11:56:31.000,5.9
4133,M,39,21,1,2017-04-04 20:26:25.000,11.3
4134,F,65,261,7,2017-04-04 13:26:51.000,26.1
4135,M,52,64,70,2017-04-04 16:49:09.000,6.7
4136,M,36,119,264,2017-04-05 15:43:05.000,22.1
4137,M,32,307,176,2017-04-05 19:09:37.000,40.8
4138,M,29,190,311,2017-04-05 12:21:45.000,8.8
4139,F,27,57,60,2017-04-06 15:59:19.000,4.2
4140,M,60,262,270,2017-04-06 12:57:27.000,17.1
4141,M,33,192,223,2017-04-07 19:56:15.000,4.6
4142,F,30,162,154,2017-04-07 00:07:50.000,5.0
4143,M,39,7,7,2017-04-07 13:11:03.000,37.4
4144,M,32,333,307,2017-04-08 16:17:43.000,5.6
4145,M,32,51,274,2017-04-08 21:39:00.000,27.4
4146,F,38,107,26,2017-04-08 10:46:23.000,7.8
4147,F,28,194,263,2017-04-09 16:15:42.000,18.2
4148,M,33,400,286,2017-04-09 23:45:41.000,21.7
4149,F,28,50,20,2017-04-09 18:07:13.000,17.5
4150,M,30,262,3,2017-04-10 11:42:18.000,14.1
4151,F,46,40,76,2017-04-10 13:58:24.000,15.9
4152,M,54,437,446,2017-04-10 18:48:46.000,10.6
4153,M,38,172,177,2017-04-10 06:44:40.000,4.3
4154,M,38,27,43,2017-04-11 21:14:50.000,24.6
4155,M,40,38,317,2017-04-12 20:14:15.000,18.8
4156,F,41,182,63,2017-04-12 13:13:59.000,6.0
4157,M,35,148,393,2017-04-12 17:39:17.000,30.3
4158,F,27,99,11,2017-04-12 16:03:41.000,14.2
4159,M,61,67,193,2017-04-13 14:01:27.000,17.4
4160,M,47,89,270,2017-04-14 13:05:38.000,11.2
4161,M,24,142,140,2017-04-15 13:36:40.000,17.6
4162,M,26,2,27,2017-04-16 11:51:04.000,10.0
4163,M,24,20,133,2017-04-17 23:21:53.000,6.8
4164,M,34,41,227,2017-04-17 08:53:58.000,22.3
4165,F,28,191,286,2017-04-18 15:46:19.000,10.2
4166,M,24,329,265,2017-04-18 18:06:32.000,40.1
4167,M,31,13,247,2017-04-18 11:36:38.000,6.8
4168,F,23,39,64,2017-04-19 16:26:41.000,14.2
4169,M,49,116,108,2017-04-19 19:55:14.000,3.7
4170,M,24,256,33,2017-04-19 08:09:03.000,11.9
4171,M,56,210,237,2017-04-20 18:12:56.000,5.5
4172,M,34,145,156,2017-04-20 22:22:02.000,11.8
4173,M,48,258,222,2017-04-20 09:55:34.000,26.1
4174,M,26,68,24,2017-04-20 10:20:59.000,11.6
4175,M,30,26,2,2017-04-21 16:37:49.000,11.8
4176,M,57,35,20,2017-04-21 09:13:05.000,8.6
4177,M,22,18,1,2017-04-21 15:01:55.000,3.2
4178,M,27,114,51,2017-04-22 20:17:10.000,13.7
4179,F,24,76,261,2017-04-22 13:14:23.000,16.7
4180,M,29,353,284,2017-04-23 22:54:40.000,8.1
4181,M,28,15,295,2017-04-24 20:16:02.000,27.6
4182,F,26,95,106,2017-04-24 15:12:00.000,3.3
4183,M,31,208,242,2017-04-24 18:35:54.000,11.9
4184,M,36,120,95,2017-04-25 14:17:14.000,16.7
4185,M,32,21,18,2017-04-25 15:22:49.000,6.7
4186,M,23,141,59,2017-04-25 17:50:08.000,12.3
4187,F,49,37,133,2017-04-25 07:28:37.000,13.6
4188,M,29,285,41,2017-04-26 13:17:35.000,24.6
4189,M,19,123,271,2017-04-26 06:43:56.000,12.1
4190,F,30,217,211,2017-04-26 19:36:58.000,4.6
4191,M,27,206,204,2017-04-26 18:39:20.000,4.8
4192,M,34,170,305,2017-04-27 07:57:40.000,6.7
4193,M,22,32,33,2017-04-27 13:52:36.000,2.1
4194,M,33,209,208,2017-04-27 22:28:17.000,7.0
4195,M,33,342,313,2017-04-28 09:14:36.000,14.7
4196,M,42,80,129,2017-04-28 21:21:33.000,10.0
4197,M,30,369,357,2017-04-28 13:08:23.000,6.5
4198,M,36,303,77,2017-04-28 14:50:50.000,10.2
4199,M,32,114,23,2017-04-29 16:58:53.000,10.6
4200,M,36,68,253,2017-04-30 22:48:53.000,19.9
4201,M,27,302,390,2017-05-01 18:30:52.000,12.9
4202,M,54,67,190,2017-05-01 19:36:22.000,8.1
4203,M,40,192,58,2017-05-01 15:51:07.000,11.5
4204,M,27,114,151,2017-05-02 22:00:19.000,12.3
4205,F,32,338,344,2017-05-03 11:26:28.000,1.9
4206,M,30,12,89,2017-05-04 17:54:45.000,15.8
